Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Jorge Pulido,es ESP,DF,Huesca,La Liga 2,34-176,1991,6,6,495,5.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0,4,1,25.0,0.73,0.18,0.00,0.00,0.0,0,0,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Huesca,La Liga 2,34-176,1991,6,495,83,78.6,5.5,6,83,5,0,0,1,1.67,5,4,+1,+0.18,+2.85,es ESP,DF,Huesca,La Liga 2,34-176,1991,5.5,2,0,0,9,7,3,0,14,3,0.0,0.0,0
Giacomo Quagliata,it ITA,DF,La Coruña,La Liga 2,25-224,2000,5,3,263,2.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0,1,0,0.0,0.34,0.00,0.00,0,0.0,0,0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,DF,La Coruña,La Liga 2,25-224,2000,5,263,53,41.7,2.9,3,75,1,2,19,2,2.20,7,1,+6,+2.05,+0.83,it ITA,DF,La Coruña,La Liga 2,25-224,2000,2.9,1,0,0,5,6,1,13,2,5,0.0,0.0,0
Dani Queipo,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,4,1,95,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,4,95,24,15.1,1.1,1,59,0,3,12,3,1.50,1,4,-3,-2.84,-3.18,es ESP,MF,Sporting Gijón,La Liga 2,23-273,2002,1.1,0,0,0,4,0,4,3,1,4,0.0,0.0,0
Aleksandar Radovanović,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,5,5,407,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0,1,0,0.0,0.22,0.00,0.00,0,0.0,0,0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,5,407,81,64.6,4.5,5,81,3,0,0,1,0.40,3,7,-4,-0.88,-1.29,rs SRB,DF,Zaragoza,La Liga 2,31-324,1993,4.5,2,0,0,6,2,0,0,3,2,0.0,0.0,0
Pablo Ramon,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,3,1,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0,1,0,0.0,0.78,0.00,0.00,0,0.0,0,0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,3,116,39,18.4,1.3,1,63,0,2,27,2,1.00,3,4,-1,-0.78,-1.65,es ESP,DF,Racing Sant,La Liga 2,24-093,2001,1.3,0,0,0,1,1,0,1,0,1,0.0,0.0,0
Nico Ratti,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1,90,90,14.3,1.0,1,90,1,0,0,6,0.00,0,2,-2,-2.00,-3.00,it ITA,GK,FC Andorra,La Liga 2,32-013,1993,1.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0
Ángel Recio,0,DF,Málaga,La Liga 2,0,0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,DF,Málaga,La Liga 2,0,0,1.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,0,DF,Málaga,La Liga 2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,DF,Málaga,La Liga 2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF,Málaga,La Liga 2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF,Málaga,La Liga 2,0,0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,DF,Málaga,La Liga 2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF,Málaga,La Liga 2,0,0,1,90,90,14.3,1.0,1,90,1,0,0,4,0.00,0,1,-1,-1.00,-1.00,0,DF,Málaga,La Liga 2,0,0,1.0,0,0,0,0,1,0,0,0,2,0.0,0.0,0
Iker Recio,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7,7,630,7.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7,630,90,100.0,7.0,7,90,7,0,0,0,2.14,9,5,+4,+0.57,0,es ESP,DF,Cádiz,La Liga 2,24-106,2001,7.0,3,0,0,9,7,0,0,2,6,0.0,0.0,0
Jeremía Recoba,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,4,2,133,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0,5,0,0.0,3.38,0.00,0.00,0,0.0,0,0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,4,133,33,21.1,1.5,2,57,0,2,10,3,1.25,1,1,0,0.00,-0.36,it ITA,FW,Las Palmas,La Liga 2,21-358,2003,1.5,0,0,0,0,3,0,0,1,0,0.0,0.0,0
Redru,es ESP,DF,Ceuta,La Liga 2,28-100,1997,2,1,110,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Ceuta,La Liga 2,28-100,1997,2,110,55,17.5,1.2,1,90,1,1,20,5,0.00,0,4,-4,-3.27,-3.10,es ESP,DF,Ceuta,La Liga 2,28-100,1997,1.2,0,0,0,2,1,0,1,2,0,0.0,0.0,0
Daniel Requena,es ESP,MF,Córdoba,La Liga 2,21-231,2004,6,2,230,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0,2,0,0.0,0.78,0.00,0.00,0,0.0,0,0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Córdoba,La Liga 2,21-231,2004,6,230,38,36.5,2.6,2,64,0,4,26,1,1.00,5,4,+1,+0.39,+1.52,es ESP,MF,Córdoba,La Liga 2,21-231,2004,2.6,0,0,0,6,7,1,3,3,5,0.0,0.0,0
Nico Ribaudo,es ESP,MF,Almería,La Liga 2,24-173,2001,7,5,362,4.0,2,0,2,2,0,0,0,0,0.50,0.00,0.50,0.50,0.50,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,2,19,6,31.6,4.72,1.49,0.11,0.33,0.0,0,0,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,24-173,2001,7,362,52,57.5,4.0,5,71,1,2,4,0,1.57,7,6,+1,+0.25,+0.58,es ESP,MF,Almería,La Liga 2,24-173,2001,4.0,0,0,0,6,8,0,7,1,2,0.0,0.0,0
Tomás Ribeiro,pt POR,DF,Leonesa,La Liga 2,26-154,1999,2,1,168,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0,1,0,0.0,0.54,0.00,0.00,0,0.0,0,0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pt POR,DF,Leonesa,La Liga 2,26-154,1999,2,168,84,26.7,1.9,1,90,1,1,78,1,1.50,2,1,+1,+0.54,+1.70,pt POR,DF,Leonesa,La Liga 2,26-154,1999,1.9,1,0,0,2,0,0,0,3,1,0.0,0.0,0
Manuel Rico,es ESP,FW,Huesca,La Liga 2,22-273,2003,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Huesca,La Liga 2,22-273,2003,3,53,18,8.4,0.6,0,0,0,3,18,4,2.00,2,1,+1,+1.70,+2.32,es ESP,FW,Huesca,La Liga 2,22-273,2003,0.6,0,0,0,3,1,0,0,0,5,0.0,0.0,0
Sergio Rodelas,es ESP,MF,Granada,La Liga 2,20-304,2004,4,1,140,1.6,0,1,1,0,0,0,0,0,0.00,0.64,0.64,0.00,0.64,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0,5,2,40.0,3.21,1.29,0.00,0.00,0.0,0,0,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0.0,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Granada,La Liga 2,20-304,2004,4,140,35,22.2,1.6,1,72,0,3,23,3,0.25,2,4,-2,-1.29,-0.37,es ESP,MF,Granada,La Liga 2,20-304,2004,1.6,0,0,0,1,0,0,14,0,1,0.0,0.0,0
