Player,stats_Nation,stats_Pos,stats_Squad,stats_Comp,stats_Age,stats_Born,stats_MP,stats_Starts,stats_Min,stats_90s,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_PK,stats_PKatt,stats_CrdY,stats_CrdR,stats_Gls,stats_Ast,stats_G+A,stats_G-PK,stats_G+A-PK,shooting_Nation,shooting_Pos,shooting_Squad,shooting_Comp,shooting_Age,shooting_Born,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_PK,shooting_PKatt,passing_Nation,passing_Pos,passing_Squad,passing_Comp,passing_Age,passing_Born,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Cmp,passing_Att,passing_Cmp%,passing_Ast,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_types_Nation,passing_types_Pos,passing_types_Squad,passing_types_Comp,passing_types_Age,passing_types_Born,passing_types_90s,passing_types_Att,passing_types_Live,passing_types_Dead,passing_types_FK,passing_types_TB,passing_types_Sw,passing_types_Crs,passing_types_TI,passing_types_CK,passing_types_In,passing_types_Out,passing_types_Str,passing_types_Cmp,passing_types_Off,passing_types_Blocks,gca_Nation,gca_Pos,gca_Squad,gca_Comp,gca_Age,gca_Born,gca_90s,gca_SCA,gca_SCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,gca_GCA,gca_GCA90,gca_PassLive,gca_PassDead,gca_TO,gca_Sh,gca_Fld,gca_Def,defense_Nation,defense_Pos,defense_Squad,defense_Comp,defense_Age,defense_Born,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,possession_Nation,possession_Pos,possession_Squad,possession_Comp,possession_Age,possession_Born,possession_90s,possession_Touches,possession_Def Pen,possession_Def 3rd,possession_Mid 3rd,possession_Att 3rd,possession_Att Pen,possession_Live,possession_Att,possession_Succ,possession_Succ%,possession_Tkld,possession_Tkld%,possession_Carries,possession_TotDist,possession_PrgDist,possession_1/3,possession_CPA,possession_Mis,possession_Dis,possession_Rec,playingtime_Nation,playingtime_Pos,playingtime_Squad,playingtime_Comp,playingtime_Age,playingtime_Born,playingtime_MP,playingtime_Min,playingtime_Mn/MP,playingtime_Min%,playingtime_90s,playingtime_Starts,playingtime_Mn/Start,playingtime_Compl,playingtime_Subs,playingtime_Mn/Sub,playingtime_unSub,playingtime_PPM,playingtime_onG,playingtime_onGA,playingtime_+/-,playingtime_+/-90,playingtime_On-Off,misc_Nation,misc_Pos,misc_Squad,misc_Comp,misc_Age,misc_Born,misc_90s,misc_CrdY,misc_CrdR,misc_2CrdY,misc_Fls,misc_Fld,misc_Off,misc_Crs,misc_Int,misc_TklW,misc_PKwon,misc_PKcon,misc_OG
Seydouba Cissé,gn GUI,MF,Leganés,La Liga 2,24-233,2001,5,5,418,4.6,0,1,1,0,0,0,2,1,0.00,0.22,0.22,0.00,0.22,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0,2,2,100.0,0.43,0.43,0.00,0.00,0.0,0,0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gn GUI,MF,Leganés,La Liga 2,24-233,2001,5,418,84,66.3,4.6,5,84,3,0,0,0,1.20,6,5,+1,+0.22,+0.64,gn GUI,MF,Leganés,La Liga 2,24-233,2001,4.6,2,1,1,6,4,1,3,1,4,0.0,0.0,0
Enrique Clemente,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,5,5,434,4.8,1,0,1,1,0,0,1,0,0.21,0.00,0.21,0.21,0.21,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,1,2,1,50.0,0.41,0.21,0.50,1.00,0.0,0,0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,5,434,87,68.9,4.8,5,87,4,0,0,0,1.60,6,4,+2,+0.41,+0.41,es ESP,DF,Las Palmas,La Liga 2,26-211,1999,4.8,1,0,0,4,8,0,6,13,4,0.0,0.0,1
Mario Climent,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7,7,626,7.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0,1,0,0.0,0.14,0.00,0.00,0,0.0,0,0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7,626,89,99.4,7.0,7,89,6,0,0,0,2.14,9,5,+4,+0.58,+0.58,es ESP,"DF,MF",Cádiz,La Liga 2,23-244,2002,7.0,4,0,0,8,3,1,19,8,6,0.0,0.0,0
Silvi Clúa,es ESP,MF,Almería,La Liga 2,20-245,2005,5,2,210,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0,3,2,66.7,1.29,0.86,0.00,0.00,0.0,0,0,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Almería,La Liga 2,20-245,2005,5,210,42,33.3,2.3,2,65,0,3,27,2,1.60,3,8,-5,-2.14,-3.21,es ESP,MF,Almería,La Liga 2,20-245,2005,2.3,0,0,0,5,6,0,0,1,2,0.0,0.0,0
Diego Collado,es ESP,MF,Leonesa,La Liga 2,24-265,2001,6,4,334,3.7,2,0,2,2,0,0,1,0,0.54,0.00,0.54,0.54,0.54,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,2,11,6,54.5,2.96,1.62,0.18,0.33,0.0,0,0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,24-265,2001,6,334,56,53.0,3.7,4,70,1,2,27,1,1.17,2,6,-4,-1.08,-0.77,es ESP,MF,Leonesa,La Liga 2,24-265,2001,3.7,1,0,0,8,10,1,7,2,9,0.0,0.0,0
Arnau Comas,es ESP,DF,La Coruña,La Liga 2,25-173,2000,5,3,210,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,La Coruña,La Liga 2,25-173,2000,5,210,42,33.3,2.3,3,59,0,2,17,2,1.80,3,4,-1,-0.43,-3.00,es ESP,DF,La Coruña,La Liga 2,25-173,2000,2.3,2,0,0,4,3,0,0,2,2,0.0,0.0,0
Martín Conde,es ESP,DF,Castellón,La Liga 2,22-190,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,0.0,0,0,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Castellón,La Liga 2,22-190,2003,2,36,18,5.7,0.4,0,0,0,2,18,5,0.50,1,1,0,0.00,+0.15,es ESP,DF,Castellón,La Liga 2,22-190,2003,0.4,0,0,0,1,0,0,2,0,1,0.0,0.0,0
Aitor Córdoba,es ESP,DF,Burgos,La Liga 2,30-133,1995,7,7,608,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0,5,1,20.0,0.74,0.15,0.00,0.00,0.0,0,0,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,Burgos,La Liga 2,30-133,1995,7,608,87,96.5,6.8,7,87,6,0,0,0,1.71,11,7,+4,+0.59,-3.50,es ESP,DF,Burgos,La Liga 2,30-133,1995,6.8,1,0,0,5,2,0,1,7,1,0.0,0.0,1
Iker Córdoba,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,6,5,339,3.8,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0,1,0,0.0,0.27,0.00,0.00,0,0.0,0,0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,6,339,57,53.8,3.8,5,63,3,1,24,0,1.17,8,8,0,0.00,+0.93,es ESP,DF,CD Mirandés,La Liga 2,19-324,2005,3.8,2,1,0,11,2,0,2,3,9,0.0,0.0,0
Iñigo Córdoba,es ESP,MF,Burgos,La Liga 2,28-202,1997,5,4,262,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0,5,0,0.0,1.72,0.00,0.00,0,0.0,0,0,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Burgos,La Liga 2,28-202,1997,5,262,52,41.6,2.9,4,60,0,1,21,0,1.60,5,3,+2,+0.69,-0.05,es ESP,MF,Burgos,La Liga 2,28-202,1997,2.9,0,0,0,3,7,1,5,5,3,0.0,0.0,0
José Corpas,es ESP,MF,Eibar,La Liga 2,34-086,1991,7,7,584,6.5,0,1,1,0,0,1,4,0,0.00,0.15,0.15,0.00,0.15,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0,15,5,33.3,2.31,0.77,0.00,0.00,0.0,0,1,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0.0,0.0,0.0,0.0,0.0,0.0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Eibar,La Liga 2,34-086,1991,7,584,83,92.7,6.5,7,83,3,0,0,0,1.57,9,5,+4,+0.62,+0.62,es ESP,MF,Eibar,La Liga 2,34-086,1991,6.5,4,0,0,7,16,1,21,2,8,0.0,0.0,0
Álex Corredera,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6,6,536,6.0,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0,4,1,25.0,0.67,0.17,0.00,0.00,0.0,0,0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6,536,89,85.1,6.0,6,89,4,0,0,0,1.50,7,7,0,0.00,+0.96,es ESP,MF,Sporting Gijón,La Liga 2,29-196,1996,6.0,4,1,1,3,6,1,25,7,13,0.0,0.0,0
Oscar Cortés,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0,0,0,0,0.00,0.00,0,0,0.0,0,0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,2,24,12,3.8,0.3,0,0,0,2,12,1,0.00,0,1,-1,-3.75,-3.75,co COL,MF,Sporting Gijón,La Liga 2,21-302,2003,0.3,0,0,0,0,1,1,2,0,0,0.0,0.0,0
Paco Cortés,es ESP,MF,Leonesa,La Liga 2,18-051,2007,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0,0,0,0,0.00,0.00,0,0,0.0,0,0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,MF,Leonesa,La Liga 2,18-051,2007,2,37,19,5.9,0.4,0,0,0,2,19,1,1.50,1,1,0,0.00,+0.76,es ESP,MF,Leonesa,La Liga 2,18-051,2007,0.4,0,0,0,0,0,0,2,0,0,0.0,0.0,0
Samu Cortés,es ESP,FW,Granada,La Liga 2,19-273,2006,2,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0,1,0,0.0,4.09,0.00,0.00,0,0.0,0,0,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,es ESP,FW,Granada,La Liga 2,19-273,2006,2,22,11,3.5,0.2,0,0,0,2,11,5,0.00,0,1,-1,-4.09,-3.20,es ESP,FW,Granada,La Liga 2,19-273,2006,0.2,0,0,0,0,1,0,2,0,0,0.0,0.0,0
